"FileName Type True-Ref Predicted-Ref Difference(Pred-True)"
MD-bcc_Te300K:config_34.json Training -14.614821790442804 -14.614284986475502 0.0005368039673019354
MD-bcc_Te300K:config_12.json Training -15.377371210876353 -15.377895143633591 -0.0005239327572379437
MD-bcc_Te300K:config_35.json Training -14.61691088323601 -14.616458318844906 0.00045256439110374913
MD-bcc_Te300K:config_31.json Training -14.617619555503342 -14.61597643264776 0.0016431228555831012
MD-bcc_Te300K:config_18.json Training -15.375151361401842 -15.375725126448216 -0.0005737650463739641
MD-bcc_Te300K:config_33.json Training -14.613226104018807 -14.614213176329228 -0.0009870723104210555
MD-bcc_Te300K:config_39.json Training -14.606557306248055 -14.607370407653825 -0.0008131014057699559
MD-bcc_Te300K:config_29.json Training -15.24058724455024 -15.241926128046408 -0.0013388834961691742
MD-bcc_Te300K:config_8.json Training -15.445650130988165 -15.445868591955971 -0.000218460967806422
MD-bcc_Te300K:config_26.json Training -15.253944310423247 -15.254211459096783 -0.0002671486735366102
MD-bcc_Te300K:config_38.json Training -14.615159131466395 -14.614674088002014 0.0004850434643817181
MD-bcc_Te300K:config_22.json Training -15.247855647497362 -15.247678315543755 0.0001773319536066964
MD-bcc_Te300K:config_10.json Training -15.44065345777522 -15.440494275349945 0.00015918242527490634
MD-bcc_Te300K:config_36.json Training -14.61945829332321 -14.618844114302558 0.0006141790206513065
MD-bcc_Te300K:config_14.json Training -15.37455539261369 -15.375019198593435 -0.00046380597974504667
MD-bcc_Te300K:config_37.json Training -14.618265510881677 -14.615755151732822 0.0025103591488555566
EOS_100:config_7_13.json Training -16.822525515762774 -16.836992322270447 -0.014466806507673624
EOS_100:config_7_4.json Training -15.90992868595226 -15.912124980907967 -0.0021962949557075007
EOS_100:config_6_11.json Training -16.605047572551438 -16.619738789164817 -0.0146912166133788
EOS_100:config_8_11.json Training -16.585930110493873 -16.608310046785014 -0.022379936291141433
EOS_100:config_6_8.json Training -16.29534332551171 -16.307138422321884 -0.01179509681017521
EOS_100:config_5_25.json Training -16.598528955498544 -16.6178427759633 -0.01931382046475605
EOS_100:config_8_21.json Training -16.178997214665472 -16.192967229020162 -0.013970014354690363
EOS_100:config_3_17.json Training -15.819214131622111 -15.826880246250566 -0.007666114628454679
EOS_100:config_6_7.json Training -16.194257877965143 -16.205087186974982 -0.01082930900983925
EOS_100:config_10_3.json Training -15.729083309288612 -15.732310883856252 -0.0032275745676404455
EOS_100:config_6_2.json Training -15.703357960897254 -15.709993484388336 -0.006635523491082651
EOS_100:config_2_34.json Training -14.33790281461158 -14.327724251989917 0.010178562621662834
EOS_100:config_9_14.json Training -16.923745491882723 -16.960798052129146 -0.03705256024642267
EOS_100:config_7_24.json Training -16.50935487250325 -16.51930188930744 -0.009947016804190412
EOS_100:config_7_35.json Training -14.306236981250594 -14.28511126064946 0.021125720601133935
EOS_100:config_1_8.json Training -16.199953555276206 -16.212321689891763 -0.012368134615556414
EOS_100:config_9_27.json Training -16.816981755794284 -16.851321213619176 -0.034339457824891895
EOS_100:config_7_20.json Training -16.105879744391952 -16.110498758982374 -0.004619014590421244
EOS_100:config_3_29.json Training -14.814357719166445 -14.806989255008359 0.007368464158085786
EOS_100:config_4_2.json Training -15.712291562091755 -15.715283201087818 -0.0029916389960629175
EOS_100:config_2_9.json Training -16.346699462602075 -16.367107613123515 -0.020408150521440405
EOS_100:config_6_18.json Training -16.010709216284766 -16.004073595485732 0.0066356207990345695
EOS_100:config_1_31.json Training -14.547221993113023 -14.540639638850717 0.006582354262306467
EOS_100:config_7_7.json Training -16.20525688608363 -16.211169935013913 -0.005913048930281661
EOS_100:config_1_33.json Training -14.381246794102525 -14.371644492257362 0.009602301845163197
EOS_100:config_7_5.json Training -16.00741917274935 -16.01082785945601 -0.003408686706659836
EOS_100:config_5_18.json Training -15.896527069449442 -15.901945588237506 -0.005418518788063764
EOS_100:config_2_16.json Training -15.660113975784425 -15.671132540171772 -0.011018564387347496
EOS_100:config_6_26.json Training -16.83494930420329 -16.833679946948067 0.0012693572552215926
EOS_100:config_2_12.json Training -16.655739073772793 -16.68050501766874 -0.024765943895946663
EOS_100:config_2_30.json Training -14.67114802826742 -14.668157036495742 0.002990991771676832
EOS_100:config_2_11.json Training -16.551657168405743 -16.57499783378401 -0.02334066537826729
EOS_100:config_4_20.json Training -16.100342449001474 -16.1112319327286 -0.010889483727126503
EOS_100:config_5_22.json Training -16.29171741282111 -16.30480360144421 -0.013086188623098849
EOS_100:config_1_12.json Training -16.608704522395467 -16.62581193277395 -0.017107410378482513
EOS_100:config_4_5.json Training -16.001893130088927 -16.01074949753107 -0.008856367442142243
EOS_100:config_10_34.json Training -14.315635914092157 -14.298576428185326 0.01705948590683093
EOS_100:config_9_22.json Training -16.299282156761453 -16.321031613526433 -0.021749456764979413
EOS_100:config_3_26.json Training -16.72287957507461 -16.746681533731625 -0.023801958657013955
EOS_100:config_5_10.json Training -16.49523633384192 -16.512431593736594 -0.017195259894673853
EOS_100:config_9_21.json Training -16.19879037246392 -16.218274632751196 -0.01948426028727468
EOS_100:config_4_30.json Training -14.72169739831855 -14.7026198086592 0.019077589659350025
EOS_100:config_2_38.json Training -14.017064330204837 -13.998692594770619 0.01837173543421855
EOS_100:config_8_36.json Training -14.204171885718146 -14.17997978686517 0.024192098852976684
EOS_100:config_4_11.json Training -16.607465649141705 -16.629499837346504 -0.022034188204798966
EOS_100:config_3_36.json Training -14.229772509233637 -14.209098213532124 0.02067429570151269
EOS_100:config_8_18.json Training -15.884095240853352 -15.892501685325634 -0.008406444472282004
EOS_100:config_5_2.json Training -15.704592532717031 -15.706469531187247 -0.0018769984702160514
EOS_100:config_9_6.json Training -16.099339416806203 -16.116579956069145 -0.01724053926294289
EOS_100:config_10_39.json Training -13.917069901150981 -13.891071148048995 0.025998753101985628
EOS_100:config_7_8.json Training -16.30565641084051 -16.3128408941928 -0.007184483352290272
EOS_100:config_3_23.json Training -16.412998987946132 -16.430726789662042 -0.017727801715910374
EOS_100:config_4_8.json Training -16.300155530919074 -16.315317952918488 -0.015162421999413311
EOS_100:config_10_25.json Training -16.5244618456427 -16.53692473980053 -0.012462894157827975
EOS_100:config_5_4.json Training -15.896527149819812 -15.901945588237506 -0.005418438417693849
EOS_100:config_1_14.json Training -16.81944882595091 -16.838964687160676 -0.019515861209765006
EOS_100:config_4_23.json Training -16.401571855350994 -16.418952222831862 -0.01738036748086813
EOS_100:config_3_2.json Training -15.723445797320416 -15.729677770971174 -0.006231973650757894
EOS_100:config_3_16.json Training -15.723445815838932 -15.729677770971174 -0.006231955132241396
EOS_100:config_3_11.json Training -16.6185616872648 -16.640274373327046 -0.021712686062244302
EOS_100:config_4_29.json Training -14.807324597328284 -14.790426401192368 0.01689819613591581
EOS_100:config_4_34.json Training -14.387373741379102 -14.359175898135739 0.028197843243363607
EOS_100:config_5_7.json Training -16.191433002979178 -16.202567759851778 -0.011134756872600349
EOS_100:config_10_17.json Training -15.729083280399722 -15.732310883856252 -0.0032276034565299483
EOS_100:config_2_25.json Training -16.55165700359093 -16.57499783378401 -0.02334083019308153
EOS_100:config_5_33.json Training -14.461288542148068 -14.43852306615593 0.02276547599213785
EOS_100:config_6_10.json Training -16.50052447400702 -16.514452070053405 -0.01392759604638627
EOS_100:config_10_28.json Training -16.839450215852395 -16.855982232995764 -0.01653201714336916
EOS_100:config_6_6.json Training -16.09415854334488 -16.10407193356008 -0.009913390215199769
EOS_100:config_2_36.json Training -14.176035540027977 -14.161843510801733 0.014192029226244074
EOS_100:config_4_32.json Training -14.552905977459933 -14.529369136131656 0.02353684132827638
EOS_100:config_10_6.json Training -16.020123685180994 -16.026477028183535 -0.006353343002540868
EOS_100:config_2_10.json Training -16.4486481845356 -16.470539873140496 -0.021891688604895876
EOS_100:config_1_6.json Training -16.001637583120452 -16.01177339707843 -0.01013581395797658
EOS_100:config_9_38.json Training -14.061307015986536 -14.031595249642294 0.029711766344242108
EOS_100:config_1_30.json Training -14.63141816099163 -14.626270185261673 0.005147975729958176
EOS_100:config_5_40.json Training -13.899815476488822 -13.8619546567603 0.03786081972852173
EOS_100:config_1_37.json Training -14.058458422174489 -14.04227152185733 0.01618690031715886
EOS_100:config_3_41.json Training -13.835203655319892 -13.802992225202381 0.0322114301175116
EOS_100:config_10_38.json Training -13.995434408468668 -13.971224673560586 0.02420973490808187
EOS_100:config_7_31.json Training -14.63871399802739 -14.624129814881547 0.014584183145842644
EOS_100:config_7_40.json Training -13.907622836414559 -13.87695964251911 0.03066319389544958
EOS_100:config_5_36.json Training -14.216192286897442 -14.187242430672873 0.02894985622456936
EOS_100:config_7_17.json Training -15.813317481891941 -15.814382621683272 -0.001065139791331049
EOS_100:config_2_17.json Training -15.75539697345772 -15.767637714797582 -0.012240741339860861
EOS_100:config_3_1.json Training -15.628537914639558 -15.633421059657982 -0.004883145018423463
EOS_100:config_1_34.json Training -14.29941965615701 -14.288247661325636 0.011171994831373766
EOS_100:config_6_40.json Training -13.89587801173892 -13.866413431073775 0.029464580665145235
EOS_100:config_9_40.json Training -13.904682218387764 -13.869738624379663 0.03494359400810154
EOS_100:config_3_19.json Training -16.01345003138634 -16.02416276658427 -0.010712735197927259
EOS_100:config_3_32.json Training -14.558841590176362 -14.546292306943888 0.01254928323247384
EOS_100:config_1_21.json Training -16.10027956750241 -16.11154913363283 -0.011269566130419406
EOS_100:config_9_29.json Training -14.803865666514314 -14.794815331799514 0.009050334714800101
EOS_100:config_9_9.json Training -16.400754676866974 -16.424872401881693 -0.02411772501471887
EOS_100:config_1_39.json Training -13.901238697653575 -13.881649296852675 0.01958940080089988
EOS_100:config_7_14.json Training -16.92901931785604 -16.945094434916477 -0.016075117060438515
EOS_100:config_4_19.json Training -16.001893210459293 -16.01074949753107 -0.008856287071775881
EOS_100:config_9_15.json Training -15.616040478409836 -15.623489134505755 -0.007448656095919048
EOS_100:config_9_4.json Training -15.903245445605842 -15.916322265097566 -0.013076819491724123
EOS_100:config_10_18.json Training -15.825196109798496 -15.829394178056438 -0.004198068257942111
EOS_100:config_8_5.json Training -15.981437096379462 -15.99163372770671 -0.010196631327247019
EOS_100:config_2_21.json Training -16.145733133949125 -16.16330569487369 -0.017572560924563163
EOS_100:config_10_41.json Training -13.762179239502238 -13.732673629327424 0.029505610174814123
EOS_100:config_10_8.json Training -16.218877096394174 -16.2275511219587 -0.008674025564527454
EOS_100:config_2_19.json Training -15.948708374916064 -15.963508874424376 -0.014800499508311304
EOS_100:config_7_12.json Training -16.717113486774224 -16.730008654021788 -0.012895167247563677
EOS_100:config_8_35.json Training -14.284975908343313 -14.262924602384016 0.022051305959296386
EOS_100:config_8_32.json Training -14.532045153359103 -14.51607469903596 0.015970454323143812
EOS_100:config_7_30.json Training -14.723848529473916 -14.710750740049154 0.01309778942476214
EOS_100:config_7_28.json Training -16.929019066189372 -16.945094434916477 -0.01607536872710469
EOS_100:config_2_28.json Training -16.86715636219504 -16.894686623926944 -0.027530261731904204
EOS_100:config_6_24.json Training -16.622716304923802 -16.619738789164817 0.002977515758985305
EOS_100:config_8_29.json Training -14.78657697592311 -14.776041487252654 0.010535488670456061
EOS_100:config_3_35.json Training -14.310884346636646 -14.29232748508167 0.018556861554976933
EOS_100:config_6_33.json Training -14.46225902716166 -14.443560824269372 0.01869820289228663
EOS_100:config_5_15.json Training -15.609987557522619 -15.610166260049889 -0.00017870252727014702
EOS_100:config_3_6.json Training -16.11193575510071 -16.12427735935741 -0.012341604256700833
EOS_100:config_8_28.json Training -16.901990355820537 -16.931421313665748 -0.02943095784521077
EOS_100:config_4_3.json Training -15.807872484478182 -15.812792448367599 -0.004919963889417289
EOS_100:config_10_10.json Training -16.42158004704185 -16.432746951859517 -0.011166904817667245
EOS_100:config_2_7.json Training -16.145733199134312 -16.16330569487369 -0.017572495739376137
EOS_100:config_7_2.json Training -15.71765533437046 -15.717574252310104 8.108206035650767e-05
EOS_100:config_4_21.json Training -16.199724783265765 -16.21275260732594 -0.013027824060173998
EOS_100:config_1_3.json Training -15.711221911472252 -15.718365787704576 -0.007143876232323265
EOS_100:config_5_9.json Training -16.392987447095035 -16.40808818804186 -0.015100740946824232
EOS_100:config_6_25.json Training -16.72831510466702 -16.726148040940565 0.0021670637264534776
EOS_100:config_4_37.json Training -14.144768914230212 -14.109352385230883 0.035416528999329344
EOS_100:config_10_40.json Training -13.839319580027697 -13.811557000100015 0.02776257992768194
EOS_100:config_10_24.json Training -16.421579755189995 -16.432746951859517 -0.011167196669521928
EOS_100:config_3_25.json Training -16.618561805598134 -16.640274373327046 -0.021712567728911836
EOS_100:config_1_20.json Training -16.001637572379714 -16.01177339707843 -0.010135824698714657
EOS_100:config_6_16.json Training -15.814605979775349 -15.807053067126768 0.007552912648581156
EOS_100:config_9_3.json Training -15.806576024919297 -15.817728648762424 -0.01115262384312743
EOS_100:config_8_27.json Training -16.795560241701516 -16.822577455340824 -0.02701721363930787
EOS_100:config_7_37.json Training -14.14461316643502 -14.11985867437131 0.024754492063710387
EOS_100:config_9_11.json Training -16.60673353126513 -16.635842692771668 -0.029109161506536196
EOS_100:config_6_39.json Training -13.974607999200046 -13.946882015342851 0.027725983857195047
EOS_100:config_4_36.json Training -14.224883786605906 -14.191915190232114 0.03296859637379157
EOS_100:config_9_35.json Training -14.301643638387192 -14.279443657155156 0.022199981232036592
EOS_100:config_8_4.json Training -15.884095381779275 -15.892501685325634 -0.008406303546358629
EOS_100:config_8_31.json Training -14.61606452823078 -14.601950096517518 0.014114431713261766
EOS_100:config_9_26.json Training -16.711328581836533 -16.7430117104368 -0.03168312860026745
EOS_100:config_10_27.json Training -16.7333615860448 -16.748522079629133 -0.015160493584332357
EOS_100:config_7_19.json Training -16.007419112564165 -16.01082785945601 -0.003408746891846448
EOS_100:config_3_31.json Training -14.643169010095928 -14.632420663170416 0.010748346925511854
EOS_100:config_3_40.json Training -13.912734234280563 -13.882921864985756 0.029812369294807795
EOS_100:config_9_2.json Training -15.710861521679492 -15.720121046657242 -0.009259524977750289
EOS_100:config_1_26.json Training -16.608704408321394 -16.62581193277395 -0.017107524452555367
EOS_100:config_4_35.json Training -14.305753392015355 -14.275188301469116 0.03056509054623824
EOS_100:config_3_5.json Training -16.01344988916412 -16.02416276658427 -0.010712877420147038
EOS_100:config_2_35.json Training -14.256588848204407 -14.244433640062459 0.012155208141948037
EOS_100:config_5_23.json Training -16.39298756690985 -16.40808818804186 -0.015100621132010161
EOS_100:config_10_32.json Training -14.480118728040738 -14.466495169962414 0.013623558078323939
EOS_100:config_7_3.json Training -15.813317732447494 -15.814382621683272 -0.001064889235777855
EOS_100:config_9_31.json Training -14.633097118771333 -14.619964978475032 0.013132140296301387
EOS_100:config_2_33.json Training -14.419995062217565 -14.411721358538468 0.0082737036790963
EOS_100:config_6_23.json Training -16.51818082974898 -16.514452070053405 0.0037287596955764
EOS_100:config_5_1.json Training -15.609987403448544 -15.610166260049889 -0.00017885660134453474
EOS_100:config_1_28.json Training -16.819448864654614 -16.838964687160676 -0.019515822506061653
EOS_100:config_6_22.json Training -16.414695353901816 -16.410255367172148 0.004439986729668277
EOS_100:config_2_4.json Training -15.85161726422058 -15.865087894496156 -0.013470630275575601
EOS_100:config_5_13.json Training -16.80826528383172 -16.83196909531097 -0.023703811479251158
EOS_100:config_5_11.json Training -16.598528949017062 -16.6178427759633 -0.019313826946238066
EOS_100:config_6_21.json Training -16.31219135241332 -16.307138422321884 0.005052930091434149
EOS_100:config_8_23.json Training -16.380491833004296 -16.398487681189753 -0.017995848185456964
EOS_100:config_10_14.json Training -16.839450442519063 -16.855982232995764 -0.016531790476701502
EOS_100:config_9_7.json Training -16.198790083204667 -16.218274632751196 -0.01948454954652945
EOS_100:config_2_22.json Training -16.245728998480942 -16.264697634842154 -0.01896863636121182
EOS_100:config_1_7.json Training -16.100279287317225 -16.11154913363283 -0.011269846315606458
EOS_100:config_6_20.json Training -16.21068024168762 -16.205087186974982 0.005593054712637269
EOS_100:config_7_36.json Training -14.225044381970669 -14.202142448052479 0.022901933918189954
EOS_100:config_1_1.json Training -15.522129859988056 -15.527526777349575 -0.005396917361519371
EOS_100:config_1_11.json Training -16.50494432206477 -16.52085861876692 -0.0159142967021495
EOS_100:config_7_41.json Training -13.830005983442321 -13.797269381211386 0.03273660223093522
EOS_100:config_7_39.json Training -13.985907326213393 -13.957282141265605 0.02862518494778854
EOS_100:config_5_24.json Training -16.495236351990066 -16.512431593736594 -0.017195241746527756
EOS_100:config_10_19.json Training -15.922179128873028 -15.927448474902352 -0.005269346029324495
EOS_100:config_6_30.json Training -14.71679827916854 -14.7014731591562 0.01532512001234032
EOS_100:config_10_2.json Training -15.633910360637056 -15.636176517144671 -0.002266156507614525
EOS_100:config_4_28.json Training -16.924402313732454 -16.953761394766566 -0.029359081034112222
EOS_100:config_4_1.json Training -15.617624623151439 -15.618736162440298 -0.001111539288858765
EOS_100:config_3_21.json Training -16.211302299466116 -16.225400382353975 -0.014098082887858965
EOS_100:config_7_16.json Training -15.71765524622231 -15.717574252310104 8.099391220639518e-05
EOS_100:config_8_26.json Training -16.690225265390435 -16.714881249298355 -0.024655983907919676
EOS_100:config_7_33.json Training -14.470911449902657 -14.453160094379289 0.017751355523367707
EOS_100:config_8_6.json Training -16.079758548050126 -16.09178019158395 -0.012021643533824289
EOS_100:config_6_5.json Training -15.994978879779579 -16.004073595485732 -0.009094715706153167
EOS_100:config_4_17.json Training -15.807872374478181 -15.812792448367599 -0.004920073889417509
EOS_100:config_3_30.json Training -14.728329774571625 -14.719320132000906 0.009009642570719123
EOS_100:config_1_10.json Training -16.402249959881505 -16.416970962849515 -0.0147210029680096
EOS_100:config_5_19.json Training -15.99387242495154 -16.001157813188108 -0.007285388236567769
EOS_100:config_6_4.json Training -15.896818557804492 -15.90507083544041 -0.008252277635918404
EOS_100:config_5_28.json Training -16.914758865233118 -16.940726369647212 -0.025967504414094122
EOS_100:config_10_7.json Training -16.11898146187323 -16.126509284101036 -0.007527822227807235
EOS_100:config_5_32.json Training -14.544499987231983 -14.52375507543347 0.02074491179851279
EOS_100:config_1_13.json Training -16.71352336770034 -16.73183864611487 -0.018315278414529956
EOS_100:config_5_30.json Training -14.713463451396372 -14.696515891783115 0.016947559613257113
EOS_100:config_10_4.json Training -15.825195765354053 -15.829394178056438 -0.004198412702384857
EOS_100:config_9_1.json Training -15.616040247298727 -15.623489134505755 -0.0074488872070279655
EOS_100:config_6_14.json Training -15.62233242020424 -15.613884007017568 0.008448413186672
EOS_100:config_6_31.json Training -14.631107219935725 -14.614747526466275 0.01635969346945032
EOS_100:config_6_34.json Training -14.379053147379738 -14.359062795665531 0.019990351714206156
EOS_100:config_9_24.json Training -16.50321376476357 -16.52980676481676 -0.026593000053193094
EOS_100:config_7_34.json Training -14.38818736805506 -14.368780478378445 0.01940688967661508
EOS_100:config_7_27.json Training -16.8225254616887 -16.836992322270447 -0.01446686058174862
EOS_100:config_5_38.json Training -14.056573069557809 -14.023254925444732 0.03331814411307654
EOS_100:config_2_8.json Training -16.24572906051798 -16.264697634842154 -0.018968574324173204
EOS_100:config_1_40.json Training -13.823587689837344 -13.80230074908852 0.021286940748824534
EOS_100:config_4_18.json Training -15.904429259041823 -15.911270742643769 -0.006841483601945697
EOS_100:config_2_15.json Training -15.565701817436771 -15.575563983617464 -0.009862166180692356
EOS_100:config_7_22.json Training -16.30565627695162 -16.3128408941928 -0.0071846172411795806
EOS_100:config_10_9.json Training -16.319744741995926 -16.3296268647158 -0.009882122719872655
EOS_100:config_10_1.json Training -15.539615083725797 -15.540980070567255 -0.0013649868414571387
EOS_100:config_5_6.json Training -16.09218391351898 -16.101349650179742 -0.009165736660762036
EOS_100:config_9_33.json Training -14.465739848930344 -14.44821499493315 0.01752485399719461
EOS_100:config_3_27.json Training -16.828203811822018 -16.85419443115279 -0.025990619330773512
EOS_100:config_10_31.json Training -14.563582229357369 -14.551567690869 0.012014538488369197
EOS_100:config_8_13.json Training -16.795560314479292 -16.822577455340824 -0.027017140861531175
EOS_100:config_4_25.json Training -16.60746555469726 -16.629499837346504 -0.02203428264924412
EOS_100:config_1_4.json Training -15.80713090240333 -15.81519551108255 -0.008064608679219987
EOS_100:config_5_21.json Training -16.19143313446066 -16.202567759851778 -0.011134625391118647
EOS_100:config_5_39.json Training -13.977858967442934 -13.942276431848214 0.035582535594720355
EOS_100:config_1_17.json Training -15.711221845731513 -15.718365787704576 -0.00714394197306234
EOS_100:config_1_19.json Training -15.9039038814931 -15.91299710678107 -0.00909322528796963
EOS_100:config_9_39.json Training -13.982664065770567 -13.950341970441597 0.032322095328970235
EOS_100:config_2_1.json Training -15.565701566881216 -15.575563983617464 -0.009862416736247326
EOS_100:config_3_4.json Training -15.91590816610554 -15.925034656486662 -0.009126490381122565
EOS_100:config_6_12.json Training -16.715583057925212 -16.726148040940565 -0.010564983015353135
EOS_100:config_4_39.json Training -13.986609852172174 -13.946269350099806 0.04034050207236817
EOS_100:config_7_15.json Training -15.622871352744479 -15.621694428049873 0.001176924694606285
EOS_100:config_2_23.json Training -16.346699542231708 -16.367107613123515 -0.02040807089180774
EOS_100:config_1_24.json Training -16.402249894511133 -16.416970962849515 -0.014721068338381826
EOS_100:config_8_1.json Training -15.597505578067139 -15.601021111505208 -0.003515533438068985
EOS_100:config_9_19.json Training -16.00080247596788 -16.015936688158924 -0.015134212191043162
EOS_100:config_7_25.json Training -16.6127144539678 -16.624111516652725 -0.011397062684924464
EOS_100:config_9_12.json Training -16.711328555169867 -16.7430117104368 -0.03168315526693277
EOS_100:config_5_26.json Training -16.70286938376452 -16.72434754086379 -0.02147815709927059
EOS_100:config_7_10.json Training -16.509355040836585 -16.51930188930744 -0.009946848470853809
EOS_100:config_4_13.json Training -16.81765027052958 -16.84452062942212 -0.02687035889254119
EOS_100:config_4_41.json Training -13.831155477245114 -13.785818292043874 0.045337185201239194
EOS_100:config_1_35.json Training -14.21836086382708 -14.205560874835411 0.012799988991668343
EOS_100:config_8_24.json Training -16.482688679128497 -16.502856354384004 -0.020167675255507334
EOS_100:config_9_5.json Training -16.000802431893803 -16.015936688158924 -0.015134256265120882
EOS_100:config_9_13.json Training -16.816981809127615 -16.851321213619176 -0.034339404491561254
EOS_100:config_3_3.json Training -15.819214074399888 -15.826880246250566 -0.007666171850678083
EOS_100:config_7_11.json Training -16.612714617671504 -16.624111516652725 -0.011396898981221426
EOS_100:config_10_36.json Training -14.15414063368875 -14.133523292433718 0.020617341255031008
EOS_100:config_4_15.json Training -15.617624616855142 -15.618736162440298 -0.0011115455851555822
EOS_100:config_4_31.json Training -14.636912893449212 -14.61560475896685 0.021308134482362462
EOS_100:config_10_30.json Training -14.647820454683234 -14.637406508516651 0.010413946166583088
EOS_100:config_10_20.json Training -16.020123677218034 -16.026477028183535 -0.006353350965500937
EOS_100:config_9_34.json Training -14.383283538799366 -14.363464444493985 0.019819094305381313
EOS_100:config_9_23.json Training -16.400755038904013 -16.424872401881693 -0.0241173629776803
EOS_100:config_2_31.json Training -14.586582327600489 -14.581921413932204 0.00466091366828536
EOS_100:config_8_7.json Training -16.178997320221026 -16.192967229020162 -0.013969908799136732
EOS_100:config_3_9.json Training -16.412999258131318 -16.430726789662042 -0.01772753153072415
EOS_100:config_5_37.json Training -14.136035532560506 -14.104907833464896 0.03112769909560953
EOS_100:config_6_15.json Training -15.718004846579447 -15.709993484388336 0.00801136219111065
EOS_100:config_2_26.json Training -16.655739251735756 -16.68050501766874 -0.024765765932983186
EOS_100:config_5_35.json Training -14.297118934936533 -14.270282780117387 0.026836154819145364
EOS_100:config_3_34.json Training -14.392763544708385 -14.376262387392885 0.016501157315500947
EOS_100:config_4_40.json Training -13.908556366574421 -13.865719667287111 0.042836699287310154
EOS_100:config_7_32.json Training -14.554374046022705 -14.53827437203728 0.016099673985424445
EOS_100:config_7_38.json Training -14.06488083774677 -14.038241131901298 0.02663970584547215
EOS_100:config_1_5.json Training -15.90390411334495 -15.91299710678107 -0.009092993436119912
EOS_100:config_3_10.json Training -16.51526908269781 -16.534967400241186 -0.019698317543376476
EOS_100:config_2_37.json Training -14.096219751124295 -14.079936398393016 0.016283352731278455
EOS_100:config_9_30.json Training -14.718047658532017 -14.706996884957373 0.011050773574643458
EOS_100:config_6_29.json Training -14.803343997331089 -14.788965603535706 0.014378393795382749
EOS_100:config_8_12.json Training -16.690225418723767 -16.714881249298355 -0.024655830574587867
EOS_100:config_1_18.json Training -15.807130845181108 -15.81519551108255 -0.008064665901441614
EOS_100:config_4_12.json Training -16.7120228313635 -16.736446084111545 -0.024423252748043467
EOS_100:config_7_26.json Training -16.71711327992237 -16.730008654021788 -0.012895374099418433
EOS_100:config_9_32.json Training -14.5489622527333 -14.53371086953671 0.01525138319659014
EOS_100:config_6_3.json Training -15.799591681805177 -15.807053067126768 -0.007461385321590797
EOS_100:config_5_41.json Training -13.822419954241152 -13.78228491186411 0.040135042377041685
EOS_100:config_2_2.json Training -15.660114051525166 -15.671132540171772 -0.011018488646605817
EOS_100:config_3_13.json Training -16.828203830896094 -16.85419443115279 -0.02599060025669786
EOS_100:config_5_29.json Training -14.799183888218252 -14.784073557252645 0.015110330965606877
EOS_100:config_10_12.json Training -16.628388986785097 -16.642179802649014 -0.01379081586391706
EOS_100:config_5_14.json Training -16.91475899097386 -16.940726369647212 -0.025967378673353636
