"FileName Type True-Ref Predicted-Ref Difference(Pred-True)"
MD-bcc_Te300K:config_28.json Training 957.0597690111337 -4.565169852157425 -961.624938863291
MD-bcc_Te300K:config_28.json Training -1738.867441074373 -2896.1700473258015 -1157.3026062514286
MD-bcc_Te300K:config_27.json Training -2073496.2471862426 -2073704.9496423749 -208.70245613227598
MD-bcc_Te300K:config_27.json Training -2074071.033333535 -2076627.8100573472 -2556.7767238121014
MD-bcc_Te300K:config_27.json Training -2074921.874424414 -2073664.2585277525 1257.615896661533
MD-bcc_Te300K:config_27.json Training 1132.6205782034292 1487.4008415793983 354.78026337596907
MD-bcc_Te300K:config_27.json Training -1290.3030288566838 826.6850961347036 2116.9881249913874
MD-bcc_Te300K:config_27.json Training -1231.718952503953 -1785.856084567363 -554.13713206341
MD-bcc_Te300K:config_17.json Training -2122147.340469613 -2107406.4571980704 14740.883271542843
MD-bcc_Te300K:config_17.json Training -2122554.9331151005 -2108299.7813253766 14255.151789723895
MD-bcc_Te300K:config_17.json Training -2122261.4164683656 -2108040.0325259552 14221.38394241035
MD-bcc_Te300K:config_17.json Training 1536.4190700895142 2746.1059279945835 1209.6868579050692
MD-bcc_Te300K:config_17.json Training 2039.4044809925301 2083.1155478595065 43.71106686697635
MD-bcc_Te300K:config_17.json Training -186.36154616213057 -11.835951345833507 174.52559481629706
MD-bcc_Te300K:config_21.json Training -2073937.470412375 -2070936.2070701867 3001.2633421882056
MD-bcc_Te300K:config_21.json Training -2078932.8532759552 -2075688.5452673528 3244.3080086023547
MD-bcc_Te300K:config_21.json Training -2078148.7602711054 -2070719.1353154154 7429.62495569
MD-bcc_Te300K:config_21.json Training 169.0108913526151 286.92274447269097 117.91185312007588
MD-bcc_Te300K:config_21.json Training -1528.2206900029348 -812.5469449232386 715.6737450796962
MD-bcc_Te300K:config_21.json Training -989.249694020911 -796.7739488372059 192.47574518370504
MD-bcc_Te300K:config_20.json Training -2123736.5411733245 -2109324.525261922 14412.015911402646
MD-bcc_Te300K:config_20.json Training -2121974.4843380474 -2107393.1730164476 14581.311321599875
MD-bcc_Te300K:config_20.json Training -2119692.290302425 -2106214.8165821848 13477.473720240407
MD-bcc_Te300K:config_20.json Training -848.9055646426232 -425.76379938789114 423.14176525473204
MD-bcc_Te300K:config_20.json Training -2702.4138540828517 -2298.7254496997166 403.6884043831351
MD-bcc_Te300K:config_20.json Training 520.699227280467 437.0188726406534 -83.68035463981357
MD-bcc_Te300K:config_4.json Training -2144870.665604847 -2130455.8214330217 14414.84417182533
MD-bcc_Te300K:config_4.json Training -2143378.514204405 -2130637.359820015 12741.154384389985
MD-bcc_Te300K:config_4.json Training -2142891.9007586488 -2130825.667554341 12066.233204307966
MD-bcc_Te300K:config_4.json Training -810.9567376001853 54.93118251274879 865.8879201129341
MD-bcc_Te300K:config_4.json Training -924.9689890139556 -1085.7789328249492 -160.80994381099356
MD-bcc_Te300K:config_4.json Training -594.819516901824 -1037.7008641255027 -442.88134722367863
MD-bcc_Te300K:config_16.json Training -2122083.516891343 -2108083.667482771 13999.849408572074
MD-bcc_Te300K:config_16.json Training -2120385.358292136 -2105662.6464736904 14722.711818445474
MD-bcc_Te300K:config_16.json Training -2120213.4894180605 -2107375.0610895585 12838.428328501992
MD-bcc_Te300K:config_16.json Training 548.1418176794816 367.4715622562919 -180.6702554231897
MD-bcc_Te300K:config_16.json Training 2032.3369986187952 1924.7134353231959 -107.6235632955993
MD-bcc_Te300K:config_16.json Training -1314.9199711446304 -533.7880110975475 781.1319600470829
MD-bcc_Te300K:config_7.json Training -2143217.812778916 -2128556.8425911684 14660.970187747851
MD-bcc_Te300K:config_7.json Training -2143649.388528177 -2129428.4459834923 14220.942544684745
MD-bcc_Te300K:config_7.json Training -2143355.783938793 -2129227.3593440456 14128.424594747368
MD-bcc_Te300K:config_7.json Training 1620.4617121650967 2777.023448012995 1156.561735847898
MD-bcc_Te300K:config_7.json Training 2061.5552855144765 2097.085414084459 35.53012856998248
MD-bcc_Te300K:config_7.json Training -287.4518084753153 -6.692654206446775 280.75915426886854
MD-bcc_Te300K:config_9.json Training -2143620.0238769213 -2129753.6667462215 13866.357130699791
MD-bcc_Te300K:config_9.json Training -2144636.972313902 -2130160.5838454203 14476.3884684816
MD-bcc_Te300K:config_9.json Training -2144487.436451916 -2128521.802230225 15965.634221691173
MD-bcc_Te300K:config_9.json Training -1237.590001825149 -1071.4562206449402 166.13378118020887
MD-bcc_Te300K:config_9.json Training -1829.499376523418 -1889.0987109362572 -59.5993344128392
MD-bcc_Te300K:config_9.json Training 767.5913935074245 -291.834640401608 -1059.4260339090324
MD-bcc_Te300K:config_32.json Training -1881176.5462985986 -1883942.7007336826 -2766.1544350839686
MD-bcc_Te300K:config_32.json Training -1879055.601914192 -1883806.8175147106 -4751.21560051851
MD-bcc_Te300K:config_32.json Training -1879550.8279204778 -1884085.8602263173 -4535.0323058394715
MD-bcc_Te300K:config_32.json Training -1127.2740480938123 -728.6668525106779 398.6071955831344
MD-bcc_Te300K:config_32.json Training -2168.861938685495 -2410.627119831882 -241.76518114638702
MD-bcc_Te300K:config_32.json Training -830.2494073956562 -268.8034736782033 561.4459337174529
MD-bcc_Te300K:config_3.json Training -2144230.407388922 -2128247.1288426677 15983.27854625415
MD-bcc_Te300K:config_3.json Training -2143900.977632267 -2126231.27632022 17669.701312046964
MD-bcc_Te300K:config_3.json Training -2141703.178451761 -2127662.248856813 14040.929594947957
MD-bcc_Te300K:config_3.json Training 831.6379934130191 -5.6410723156775475 -837.2790657286967
MD-bcc_Te300K:config_3.json Training 12.209368046340355 456.6418621071541 444.4324940608138
MD-bcc_Te300K:config_3.json Training 747.8675555327527 176.5184481320449 -571.3491074007078
MD-bcc_Te300K:config_11.json Training -2123973.874959103 -2110557.7845757934 13416.090383309405
MD-bcc_Te300K:config_11.json Training -2121441.174210052 -2108660.136932254 12781.037277798168
MD-bcc_Te300K:config_11.json Training -2117885.6748252143 -2107491.7021307587 10393.972694455646
MD-bcc_Te300K:config_11.json Training 691.2133157252679 41.58129767037303 -649.6320180548948
MD-bcc_Te300K:config_11.json Training 896.914098697936 1333.6791154884006 436.76501679046464
MD-bcc_Te300K:config_11.json Training 554.9297776276912 369.5078264569728 -185.42195117071844
MD-bcc_Te300K:config_2.json Training -2145954.97712758 -2131828.632343806 14126.344783774111
MD-bcc_Te300K:config_2.json Training -2144758.062870039 -2129454.512165268 15303.550704771187
MD-bcc_Te300K:config_2.json Training -2144895.5616023988 -2130671.6848450424 14223.876757356338
MD-bcc_Te300K:config_2.json Training -497.7327281590148 -612.2006167440791 -114.46788858506426
MD-bcc_Te300K:config_2.json Training -1208.4488689814075 103.60402416776213 1312.0528931491697
MD-bcc_Te300K:config_2.json Training -1266.380837159081 -1120.9198645674828 145.4609725915982
MD-bcc_Te300K:config_23.json Training -2078555.3098570732 -2070726.4608027744 7828.849054298829
MD-bcc_Te300K:config_23.json Training -2079151.5569273292 -2071306.8019419708 7844.754985358333
MD-bcc_Te300K:config_23.json Training -2075366.8290675362 -2069276.3630899622 6090.465977574
MD-bcc_Te300K:config_23.json Training 349.0770898313734 -16.37900075482733 -365.45609058620073
MD-bcc_Te300K:config_23.json Training -1178.6068337517938 -2408.423116360056 -1229.8162826082623
MD-bcc_Te300K:config_23.json Training -1147.8301690797448 -718.1582568434727 429.6719122362721
MD-bcc_Te300K:config_40.json Training -1884141.1228059996 -1888857.869255962 -4716.746449962491
MD-bcc_Te300K:config_40.json Training -1882832.6498736835 -1887829.3894206462 -4996.739546962781
MD-bcc_Te300K:config_40.json Training -1880921.9706817577 -1885738.8205635652 -4816.849881807575
MD-bcc_Te300K:config_40.json Training -1943.1925896956718 -945.311858832766 997.8807308629058
MD-bcc_Te300K:config_40.json Training -573.4752961750404 -1350.703956433281 -777.2286602582407
MD-bcc_Te300K:config_40.json Training -1316.9425755422633 -344.38510865200783 972.5574668902555
MD-bcc_Te300K:config_19.json Training -2122607.608085386 -2108599.221604578 14008.386480807792
MD-bcc_Te300K:config_19.json Training -2123565.061385383 -2109007.054351105 14558.007034278009
MD-bcc_Te300K:config_19.json Training -2123443.6562079475 -2107405.2458682144 16038.41033973312
MD-bcc_Te300K:config_19.json Training -1158.921866922229 -1064.3127274775525 94.60913944467643
MD-bcc_Te300K:config_19.json Training -1833.4551371661055 -1858.9585282947007 -25.50339112859524
MD-bcc_Te300K:config_19.json Training 878.8894831471703 -253.78004561051068 -1132.6695287576808
MD-bcc_Te300K:config_34.json Training -1879958.4261181618 -1884855.5359601027 -4897.1098419409245
MD-bcc_Te300K:config_34.json Training -1879974.5264308928 -1884804.6954285498 -4830.16899765702
MD-bcc_Te300K:config_34.json Training -1882140.1908976082 -1885642.9846227637 -3502.7937251555268
MD-bcc_Te300K:config_34.json Training -2338.5269054161136 -801.4813869975194 1537.0455184185942
MD-bcc_Te300K:config_34.json Training -76.57435686452993 -1492.3419398215724 -1415.7675829570426
MD-bcc_Te300K:config_34.json Training -2763.0457971859555 -2555.5516684438403 207.4941287421152
MD-bcc_Te300K:config_12.json Training -2124565.707804249 -2110668.2279228717 13897.479881377425
MD-bcc_Te300K:config_12.json Training -2123450.8188708695 -2108346.7217571763 15104.097113693133
MD-bcc_Te300K:config_12.json Training -2123549.1483548405 -2109490.6992238853 14058.449130955152
MD-bcc_Te300K:config_12.json Training -546.0426614409712 -612.4794427132197 -66.43678127224848
MD-bcc_Te300K:config_12.json Training -1099.3163339463886 72.88841271466109 1172.2047466610497
MD-bcc_Te300K:config_12.json Training -1249.4761202144246 -1082.570141459264 166.9059787551605
MD-bcc_Te300K:config_35.json Training -1884309.9295873523 -1889238.3388698173 -4928.409282465
MD-bcc_Te300K:config_35.json Training -1876248.9026871142 -1883720.676969795 -7471.774282680824
MD-bcc_Te300K:config_35.json Training -1877746.25212961 -1885327.2729605287 -7581.020830918802
MD-bcc_Te300K:config_35.json Training -1014.1041058212949 -1670.8990327978327 -656.7949269765378
MD-bcc_Te300K:config_35.json Training -3752.7119391207752 -2106.013938300365 1646.69800082041
MD-bcc_Te300K:config_35.json Training -2904.9279409370083 -3761.37787078606 -856.4499298490518
MD-bcc_Te300K:config_31.json Training -1876986.6540572871 -1884677.8293735539 -7691.1753162667155
MD-bcc_Te300K:config_31.json Training -1881655.487948206 -1888789.8631784285 -7134.375230222475
MD-bcc_Te300K:config_31.json Training -1880351.9057877343 -1885311.2016343307 -4959.29584659636
MD-bcc_Te300K:config_31.json Training -0.6449756744309525 185.25395900545305 185.898934679884
MD-bcc_Te300K:config_31.json Training -605.3422867593627 -548.6656557297335 56.67663102962911
MD-bcc_Te300K:config_31.json Training -1157.7235477555068 -895.2066081999341 262.5169395555728
MD-bcc_Te300K:config_18.json Training -2123450.800093975 -2109076.6691841227 14374.130909852218
MD-bcc_Te300K:config_18.json Training -2122060.954351215 -2108235.3856332116 13825.568718003575
MD-bcc_Te300K:config_18.json Training -2122140.7841029204 -2108573.2013602788 13567.58274264168
MD-bcc_Te300K:config_18.json Training -1004.0152811926275 -926.027255378847 77.9880258137805
MD-bcc_Te300K:config_18.json Training -2386.2116153979177 -1997.4117623526572 388.79985304526053
MD-bcc_Te300K:config_18.json Training 866.5499472986817 1000.0621662211132 133.51221892243154
MD-bcc_Te300K:config_33.json Training -1881591.6009462308 -1885138.8402638708 -3547.2393176399637
MD-bcc_Te300K:config_33.json Training -1882605.2427705785 -1885540.8138401208 -2935.5710695423186
MD-bcc_Te300K:config_33.json Training -1878913.751976488 -1883676.5278333055 -4762.775856817607
MD-bcc_Te300K:config_33.json Training 92.94477115439621 98.20844340403363 5.263672249637423
MD-bcc_Te300K:config_33.json Training -1572.941970468927 -2071.9287390205805 -498.98676855165354
MD-bcc_Te300K:config_33.json Training -1205.316798963042 -697.8158736022153 507.5009253608266
MD-bcc_Te300K:config_39.json Training -1879038.4031086531 -1883578.6038475758 -4540.200738922693
MD-bcc_Te300K:config_39.json Training -1876991.6841218153 -1882064.693501132 -5073.00937931682
MD-bcc_Te300K:config_39.json Training -1881100.5958091521 -1885247.1262725766 -4146.530463424511
MD-bcc_Te300K:config_39.json Training 1618.279582067742 957.3030724429116 -660.9765096248304
MD-bcc_Te300K:config_39.json Training 1482.7083866988983 197.84043853760159 -1284.8679481612967
MD-bcc_Te300K:config_39.json Training -735.9586931339493 -878.3616958370584 -142.4030027031091
MD-bcc_Te300K:config_29.json Training -2076142.928789447 -2069210.3767348947 6932.552054552361
MD-bcc_Te300K:config_29.json Training -2074242.328235401 -2068735.7936990035 5506.53453639755
MD-bcc_Te300K:config_29.json Training -2077903.4819333444 -2072098.7049285914 5804.777004753007
MD-bcc_Te300K:config_29.json Training 1770.398119940982 1253.112711040505 -517.285408900477
MD-bcc_Te300K:config_29.json Training 1601.7291848243178 294.85349146369526 -1306.8756933606226
MD-bcc_Te300K:config_29.json Training -667.6219640738119 -1106.971602891615 -439.3496388178031
MD-bcc_Te300K:config_8.json Training -2144448.921526292 -2130228.281569281 14220.639957010746
MD-bcc_Te300K:config_8.json Training -2142947.122725371 -2129353.723481831 13593.399243539665
MD-bcc_Te300K:config_8.json Training -2143097.0066223424 -2129701.920993253 13395.08562908927
MD-bcc_Te300K:config_8.json Training -957.2930865638165 -922.7302946373939 34.56279192642262
MD-bcc_Te300K:config_8.json Training -2358.3951776636172 -2015.1844720003603 343.21070566325693
MD-bcc_Te300K:config_8.json Training 842.187444221866 1018.2697531939191 176.08230897205306
MD-bcc_Te300K:config_26.json Training -2073633.9283754157 -2072745.8084956529 888.1198797628749
MD-bcc_Te300K:config_26.json Training -2078847.328162546 -2072411.8640169539 6435.464145592181
MD-bcc_Te300K:config_26.json Training -2079162.5701382596 -2072213.7753078698 6948.7948303897865
MD-bcc_Te300K:config_26.json Training 1162.5902434164348 -241.3116608013363 -1403.901904217771
MD-bcc_Te300K:config_26.json Training -772.45461884866 -785.4067795936764 -12.9521607450165
MD-bcc_Te300K:config_26.json Training -846.8117015591301 -491.8203048068025 354.99139675232766
MD-bcc_Te300K:config_38.json Training -1878769.7424873782 -1883578.2068156805 -4808.464328302303
MD-bcc_Te300K:config_38.json Training -1879273.6907174948 -1884867.0957793517 -5593.4050618568435
MD-bcc_Te300K:config_38.json Training -1881099.8611664933 -1888039.7613250394 -6939.9001585461665
MD-bcc_Te300K:config_38.json Training 431.18827069281963 609.1594500774927 177.97117938467306
MD-bcc_Te300K:config_38.json Training 257.62262729961765 -88.58922157804864 -346.2118488776663
MD-bcc_Te300K:config_38.json Training -1433.475569351438 -2366.3531347406542 -932.8775653892162
MD-bcc_Te300K:config_22.json Training -2078803.3834907936 -2069977.2349467215 8826.148544072174
MD-bcc_Te300K:config_22.json Training -2077278.1654342916 -2068945.8547389032 8332.310695388354
MD-bcc_Te300K:config_22.json Training -2076780.5293553495 -2071107.4289197715 5673.1004355780315
MD-bcc_Te300K:config_22.json Training -1412.082069111989 -1337.9763399996607 74.10572911232839
MD-bcc_Te300K:config_22.json Training -2897.7651587179853 -2751.5703638489863 146.194794868999
MD-bcc_Te300K:config_22.json Training -1158.6932679253612 -203.19598907691 955.4972788484512
MD-bcc_Te300K:config_10.json Training -2144761.637694304 -2130487.082221939 14274.55547236465
MD-bcc_Te300K:config_10.json Training -2143055.9708221215 -2128518.04496079 14537.925861331634
MD-bcc_Te300K:config_10.json Training -2140684.3131140796 -2127378.184660195 13306.12845388474
MD-bcc_Te300K:config_10.json Training -874.6195328309432 -442.2375879036117 432.38194492733146
MD-bcc_Te300K:config_10.json Training -2715.7569755740305 -2330.073147167469 385.6838284065616
MD-bcc_Te300K:config_10.json Training 568.9591410648027 439.5838306044727 -129.37531046032996
MD-bcc_Te300K:config_36.json Training -1877261.8354209522 -1885882.3734659965 -8620.53804504429
MD-bcc_Te300K:config_36.json Training -1882237.1043214165 -1886354.9801125806 -4117.875791164115
MD-bcc_Te300K:config_36.json Training -1882379.090068491 -1886358.3644578226 -3979.2743893316947
MD-bcc_Te300K:config_36.json Training 773.502915954917 -296.88558836443644 -1070.3885043193534
MD-bcc_Te300K:config_36.json Training -171.81177679945318 -475.26232974907725 -303.45055294962407
MD-bcc_Te300K:config_36.json Training -799.7486306935019 -662.1450800736175 137.60355061988446
MD-bcc_Te300K:config_14.json Training -2123810.7035844284 -2109272.614574979 14538.089009449352
MD-bcc_Te300K:config_14.json Training -2122401.950137011 -2109374.9395701587 13027.010566852055
MD-bcc_Te300K:config_14.json Training -2121830.6412341446 -2109596.686532209 12233.954701935407
MD-bcc_Te300K:config_14.json Training -867.6611429352668 51.64295356875614 919.3040965040229
MD-bcc_Te300K:config_14.json Training -852.8339073668977 -1088.9661373840102 -236.13223001711242
MD-bcc_Te300K:config_14.json Training -585.2166543647681 -1003.5288787311836 -418.3122243664154
MD-bcc_Te300K:config_37.json Training -1877485.553096437 -1885816.566513481 -8331.013417044189
MD-bcc_Te300K:config_37.json Training -1877426.9160443817 -1887950.7208580177 -10523.804813636001
MD-bcc_Te300K:config_37.json Training -1877910.4552228467 -1887192.017573466 -9281.562350619351
MD-bcc_Te300K:config_37.json Training 290.1615105670787 1179.177647279927 889.0161367128483
MD-bcc_Te300K:config_37.json Training -1020.8063456446467 536.6948373986818 1557.5011830433286
MD-bcc_Te300K:config_37.json Training -657.2825076064446 -1294.9583611618477 -637.6758535554031
EOS_100:config_7_13.json Training -2555146.376688621 -2576199.620454774 -21053.243766152766
EOS_100:config_7_13.json Training -2552288.970890582 -2611987.495197131 -59698.52430654876
EOS_100:config_7_13.json Training -2551100.3452367005 -2575410.743217135 -24310.397980434354
EOS_100:config_7_13.json Training 3848.3060571230253 6913.649128321124 3065.343071198099
EOS_100:config_7_13.json Training 11509.758750711017 12809.618905744372 1299.860155033355
EOS_100:config_7_13.json Training -5238.912232813094 -2620.218290057929 2618.693942755165
EOS_100:config_7_4.json Training -2257825.1533388514 -2273881.7656379454 -16056.612299093977
EOS_100:config_7_4.json Training -2252012.5609539594 -2291873.7637167484 -39861.20276278909
EOS_100:config_7_4.json Training -2252294.1376371314 -2270100.000749688 -17805.863112556748
EOS_100:config_7_4.json Training 4949.0920521573225 5457.4181252781755 508.3260731208529
EOS_100:config_7_4.json Training 11093.142517508319 10219.313401368452 -873.8291161398665
EOS_100:config_7_4.json Training -5427.427656658657 -1490.251419376841 3937.1762372818157
EOS_100:config_6_11.json Training -2502150.598207307 -2554756.0297585004 -52605.43155119335
EOS_100:config_6_11.json Training -2492494.5585862543 -2513031.1423648796 -20536.583778625354
EOS_100:config_6_11.json Training -2494070.300664462 -2511099.094469407 -17028.79380494496
EOS_100:config_6_11.json Training 9437.28622057801 16985.15038011041 7547.8641595324025
EOS_100:config_6_11.json Training 8755.263002789545 8313.593810014805 -441.6691927747397
EOS_100:config_6_11.json Training -1296.119819743127 2663.2420266419394 3959.361846385066
EOS_100:config_8_11.json Training -2477686.768454213 -2531929.3599822884 -54242.59152807528
EOS_100:config_8_11.json Training -2483335.1146465703 -2545505.718579717 -62170.60393314669
EOS_100:config_8_11.json Training -2477720.4423587755 -2513116.366866408 -35395.924507632386
EOS_100:config_8_11.json Training 7327.108160154926 16500.550770275477 9173.44261012055
EOS_100:config_8_11.json Training 9280.462656776577 7766.6333021778255 -1513.8293545987517
EOS_100:config_8_11.json Training -581.4836012162568 -2417.4879088728785 -1836.0043076566217
EOS_100:config_6_8.json Training -2401504.8675781256 -2445557.161864233 -44052.294286107644
EOS_100:config_6_8.json Training -2394278.5602115137 -2407294.914757424 -13016.354545910377
EOS_100:config_6_8.json Training -2395589.136300392 -2402996.885619035 -7407.749318643007
EOS_100:config_6_8.json Training 9228.648793252934 16359.700067373318 7131.051274120384
EOS_100:config_6_8.json Training 8110.778881362777 7958.851193028853 -151.92768833392347
EOS_100:config_6_8.json Training 276.2708469562211 2247.4683382080443 1971.1974912518233
EOS_100:config_5_25.json Training -2479531.75154612 -2533849.76563239 -54318.01408627024
EOS_100:config_5_25.json Training -2486259.9837734043 -2530854.2527708784 -44594.26899747411
EOS_100:config_5_25.json Training -2476719.145746857 -2522142.668447989 -45423.52270113211
EOS_100:config_5_25.json Training -8382.959952675825 -9756.251840510786 -1373.291887834961
EOS_100:config_5_25.json Training -3261.64182065545 -8552.780421795593 -5291.138601140143
EOS_100:config_5_25.json Training 5754.226842247399 7577.802333838335 1823.5754915909356
EOS_100:config_8_21.json Training -2343828.8464463525 -2389369.2083670013 -45540.36192064872
EOS_100:config_8_21.json Training -2348776.127940139 -2402218.8939761985 -53442.76603605971
EOS_100:config_8_21.json Training -2343580.108727439 -2373102.595234197 -29522.486506758258
EOS_100:config_8_21.json Training 7039.797751370932 15184.633742485912 8144.83599111498
EOS_100:config_8_21.json Training 8977.088461467405 6821.171523415841 -2155.916938051564
EOS_100:config_8_21.json Training 13.18424170785147 -2246.33502935048 -2259.5192710583315
EOS_100:config_3_17.json Training -2232468.41361083 -2250077.9496589894 -17609.53604815947
EOS_100:config_3_17.json Training -2228232.329880119 -2264937.6954789427 -36705.365598823875
EOS_100:config_3_17.json Training -2216576.683793135 -2255526.5942688775 -38949.91047574254
EOS_100:config_3_17.json Training 18617.417786546983 16922.316468889938 -1695.101317657045
EOS_100:config_3_17.json Training -226.27901176971346 -827.7555181159258 -601.4765063462123
EOS_100:config_3_17.json Training -4357.301938360614 -8194.29490509618 -3836.9929667355655
EOS_100:config_6_7.json Training -2368704.634138307 -2410523.428681694 -41818.7945433869
EOS_100:config_6_7.json Training -2362655.617244151 -2373476.92003394 -10821.302789789159
EOS_100:config_6_7.json Training -2363601.7566532446 -2368550.4877176364 -4948.731064391788
EOS_100:config_6_7.json Training 9186.860436804378 16029.009359769982 6842.148922965604
EOS_100:config_6_7.json Training 7967.568738078398 7649.149008985491 -318.4197290929078
EOS_100:config_6_7.json Training 853.0082850093627 2057.9744175342644 1204.9661325249017
EOS_100:config_10_3.json Training -2206300.3396150065 -2225399.1136982203 -19098.77408321388
EOS_100:config_10_3.json Training -2204547.152309421 -2234517.0921025635 -29969.93979314249
EOS_100:config_10_3.json Training -2225853.103687956 -2236444.567407611 -10591.463719654828
EOS_100:config_10_3.json Training 5693.130362248574 -1267.3077065553653 -6960.438068803939
EOS_100:config_10_3.json Training 13475.456232145332 12848.11888676808 -627.3373453772529
EOS_100:config_10_3.json Training -18036.393187563863 -16838.85664130407 1197.536546259791
EOS_100:config_6_2.json Training -2207437.657471986 -2244699.3116297624 -37261.654157776386
EOS_100:config_6_2.json Training -2206190.497608227 -2214472.4593086825 -8281.961700455286
EOS_100:config_6_2.json Training -2205780.7183329426 -2208612.270991441 -2831.552658498287
EOS_100:config_6_2.json Training 8829.558212485554 14286.738814297192 5457.180601811639
EOS_100:config_6_2.json Training 7464.069083487388 5880.792212483444 -1583.2768710039436
EOS_100:config_6_2.json Training 3221.5330357374055 1866.0292215696854 -1355.50381416772
EOS_100:config_2_34.json Training -1763961.8429755473 -1806322.2158233833 -42360.372847836
